utterance_id,speaker_id,utterance,gender
02ab841553,88c80,තැවෙන්න එපා,m
02abdcbaad,b6ca9,දැන් බෙරේ පලුවකුත් ගිහින් තියෙන වෙලාවේ,f
02ac9ac60f,9d5b3,කීයක් වටිනවද මම අහනව,f
02acc2c0e1,80862,සායම් සඳහා ගිය මුදල පමණක් ලබා ගෙන ඇත,m
02ad6c3a96,d9b9c,ඒත් සමහර පේ්‍රම සබඳතා,f
02add06e67,284b7,වල ප්‍රථිපල ඉතා භයානක වේ,m
02ae035024,4f3cd,අඩෝ හම්බයා තෝ බය වුනා නේද,m
02ae4c8723,7b332,නොදන්න දේ බොහොමයක් ඉගෙන ගත්ත,m
02aed14595,b6ca9,ඇස කණ නාසය දිව කය මන කියන,f
02aef6a842,f2348,එම ගම ප්‍රධානියාගේ පිරිස,m
02af5b628c,ffa9f,චිත්‍රපටියක් හරියට රස විඳින්න නම් බැහැ,f
02af9414df,09bf2,මහනුවර දළදා මාලිගා පරිශ්‍රය තුළදීය,f
02b03e2b26,af4ca,තාත්තා දකින්නවත් නැති වුණා,f
02b0ccca55,ad58a,අපේ සෑම් අයිය එක්ක,m
02b11dba43,52dbc,වෝර්ඩ් මැරුවනේ,m
02b19cf5b2,37790,අපේ රොයලි සහෝටයි පොතේ සහෝටයි බොහොම ස්තූතියි,f
02b218505d,77b4b,එයා මට කිව්වා,f
02b2f3e63f,1b014,අයින්ස්ටයින් අතහැර නිවුටන් වැලඳ ගැනීම වැනිය,m
02b30f8e69,39cc4,මේ නොදැනීම නිසා,f
02b3400130,b6388,එය ඇමරිකානු භූමියේදී කිසි දිනක සිදු නොවිණි,m
02b4652c97,39029,ඒක තේරුම් ගනින්,m
02b52c4d2f,09ecc,අපහාසය මිනිසුන්ට දෙනවා,f
02b5535be2,acbee,පෝස්ට් එකක්,m
02b55bdd67,1db0f,තම ඉල්ලීම් කීපයක් මුල් කරගනිමින්,f
02b580b233,d7784,හසන්ත සහෝ ගේ උපසිරැසි,f
02b82f566e,0b370,අල්ලපු රටේ ප්‍රසිද්දයි,m
02b84f59b6,1c3b9,මහින්දට ජනාධිපති අපේක්ෂකත්වය හිමි විය,m
02b8937ed1,f2931,බොහොම ස්තූතියි තරිඳු සහෝ,m
02b89d26d7,09537,අවුරුදු ඉක්මවන විට,f
02b93c5707,c1715,විපක්ෂයේ බහුතරය,m
02b9f9b900,199c3,ජීවිතයේ නිවී සැනහුණු අන්තයයි,f
02ba3467cb,4b215,එන්නේ ගෙදර නම්,f
02ba3b09ef,d6ab0,අපේ මුළු මහත් සමාජයටම,f
02babf1e55,dff99,මිසක් මට එහෙම කිසිම අදහසක් නෑ,f
02bae90fcc,34e56,මෙයද පුළුල්ව විග්‍රහ කළ යුතු,m
02bb578afa,c3bd0,මෙම ක්‍රමය සාර්ථක ලෙසට යෙදවීමට අවස්ථා තිබේ,f
02bb58e65b,715da,දෙව්දත් තෙරුන්ගේ විවිධ අවහිරතාවලට,f
02bbb602c4,60906,උන්ගෙන්ම දැනගත් විදිහට ඒකට හේතුව,f
02bc2bab91,bced5,වසර පහක් සේවය කොට ඇත,m
02bc6a9ae9,fe361,පෞද්ගලික ජීවිතයේ සහ වෘත්තීය ජීවිතයේ,m
02bc8ff551,dd6f8,මරා දමන්නට ඇත්තේ මෙම පියස්සේ සිට,m
02bcafa9c2,0a2fe,ඉල්ලීමක් කරනවා,m
02bccb380c,190e9,ඒ මිනිස් වර්ගයාගේ,f
02be1a6fe9,25717,ක්‍රිකට් කොටස් වෙළඳපොල ඇඞ්වර්ටයිසින් වගේ,m
02be269334,574a5,සැර වැඩි ඒව ගහන්නද යන්නෙ,m
02bef66163,d6d03,බෞද්ධ රටක සමලිංගිකයො,m
02bef97920,f9391,අපේ එකෙක් හොඳක් කරන්න ගත්තොත්,m
02bfce3ffb,d94a9,මම නම් කාර් එකක් ගන්න තරම්,m
02c06d5d04,37790,තම දිගුකේශ කලාපය කපා විකුණා,f
02c1291214,f40d9,අසන්නට ලැබෙයි,m
02c1445e45,55ab9,කියල මතයක් තියෙනවා,m
02c1496d31,f9391,එසේ කිසියම් පරමාණුවක් ඇති වූ වහාම,m
02c16e30ce,ac581,සර් මුලින්ම හැදුව වේදිකා නාට්‍යය පිටගම්කාරයෝ ය,f
02c16e832c,781ce,උඹට ඕන නම්,f
02c190bbfd,b3a0c,මොකද ඉතින් මිනිස්සුන්ට නහයක් කියල,f
02c35db6a9,361fc,එතකොට තෝ මොකෙක්ද,m
02c3b8be07,b9679,ඒක කියෙව්වේ වසරෙදි,m
02c3e95f31,1f5ff,ඉතින් මේක සමාජයෙන්,m
02c49304e8,4a53b,ඔය දැනුම තියාගෙන මෙහෙ හිටියොත්,m
02c493c997,60ae5,සිතා බැලිය යුතු ය,m
02c499fb8e,d4fa9,මෙතැනදී වන්නේ,f
02c4c56d7c,1f5ff,මේ දොළොස් පොහොය අතුරින්,m
02c5470e1d,252fd,කටයුතු කිරීමට,f
02c5ebe772,4b1d7,පිරිනිවන් පෑමෙන් නොව,m
02c620cdf3,8c558,ඒත් යුද්ද කරන්නෙ,f
02c63066ad,b9dc2,යෑමට අද සිදු වී ඇත,f
02c673b028,64af4,මුරිච්චියාත් සෙමින් සෙමින් නොකඩවාම සුළං ගහපු නිසා එය විශාල බැලුම් බෝලයකට පරිවර්තනය වුණා,m
02c6918d92,8f885,එබැවින් එකී නිදහසට එරෙහි,m
02c69dc6bf,7b332,එයින් වැළකී සිටින්නට යැයි,m
02c70e9dd6,68b8a,පැවිදි වී ගත කරන කාලය තුළ රැස් කරන පින්,m
02c71624d9,880bc,ත්‍රිපිටක ග්‍රන්ථ තිබුණු බව ප්‍රකට විය,m
02c73e993b,dd6f8,ඇති බවක් නොපෙනේ,m
02c75d6e8d,7b561,එහෙත් කාන්තාවක සතු අවයව,f
02c76b5ee6,2e076,පරීක්ෂණවලින් අනාවරණය වූ බව,f
02c80f52fc,a3fac,ගඟ අද්දර පාරේ පල්ලමට ආවා විතරයි,f
02c8a92af5,2d52b,හරිම සංවේදීයි,f
02c8cc369b,357e6,සිවුරු හැර,f
02c90dcb55,7ab05,මහරගම ධර්මායතනය මහරගම ධර්මායතනයේ දී,f
02c90df2c6,476be,එතරම් නොවුණත් එය අපිට බලපෑවා,f
02c9df2c8d,08a49,භක්තිවාදයට නැඹුරුවීමෙන් පසු,f
02cba78cc2,9a1ed,කඳු මුදුනට ළඟාවීමට,f
02cc3f7002,2e893,ඇතැම් සංවිධායකවරු සිය නඩය මෙම සිද්ධස්ථාන අසලට කැඳවාගෙන විත්,m
02cc6dc2c4,08a49,සිංදුවා ආයිත් වතාවක් ඒ පැත්තේ ගියේ,f
02ccd0aff0,206b6,කිතුනු පාසල් ආරම්භ කරන්නට විය,f
02cd062c60,f0098,බුද්ධ කාලයේ පටන්ම මිනිසාට තිබුණි,m
02cdb052f8,2f415,අපොයි කියලා හිතුනා,f
02cdcaafd4,dc1f3,කරානය ප්‍රතික්ෂේප කරන්නේ,m
02cde13a21,d6d03,ප්‍රශ්නයක් බව,m
02ce04ab49,84048,තියෙන විශ්වාසය ප්‍රතික්ෂේප වුණා,m
02ce9287dc,462e8,සාපේක්ෂ අර්ථයකින් ගත් විට ස්ථාවර ය,f
02cec2848a,85aeb,අවබෝධ වූ තැනැත්තාගේ සිත තුළ,f
02cee1debd,3bfb3,ඒක නැවතෙන්නෙ කරන්න තිබුණත් නැතත්,f
02cf5eceaf,f71ec,අයිනෙන් තමා උඩට නගින්න ඕන,f
02cff98274,237ce,එහිදී වන්දනා කටයුතුවල නිරත වෙන්නේ,f
02d0b305f9,1d339,හාල් ගෝනියකට,m
02d0ec68e2,d4fa9,ට සිංහල නොවන බෞද්ධ ටීනා ටර්නර්ගෙ ගායනය සලකා බලමු,f
02d0f42473,4f068,ඉතාලියෙන් ලූසියානෝ මැරන්සි නම් විද්‍යාඥයෙක්,f
02d1dc2638,a7b6a,අපිට බලන්න කොටන්න,f
02d201aff1,ce816,මෙම ලිපිය මගින්,m
02d23b8a81,d23af,දරුවන්ට කිරි දුන්නාම,m
02d3ae41a2,08a49,ආදී සිංහලයින් විසූ ප්‍රදේශ,f
02d3e7aab0,dc5ef,මේ වෙනුවෙන් පියතුමෙක් ආවද,f
02d400bd6d,b8589,යාපනයේ ජනතාව වෙනුවෙන්,f
02d4023ad0,b8a97,වෙනදා එතන නැති,f
02d4c41fd1,15cf5,බබලන සඳුන් හරයකි,f
02d4c81a8d,781ce,දැන් රජයේ සේවකයන්ගෙන් එම බද්ද අය කරනු ඇත,f
02d4da56de,13abb,හොද්දේ මාළු නටනවා,f
02d584c309,8c558,සෑම් ඉන්නේ,f
02d5a8c917,dd43a,උත්සාහ කරන ප්‍රතිපත්ති ගරුක බෞද්ධයෝ,m
02d5ea6df9,40a63,මෙම අදහස් ගැළැපීමේ දී,f
02d675d203,f0098,එක්තරා පුද්ගලයෙක් පැවැත් වූ සංවාදයක් මෙසේය,m
02d687dcad,4f068,ඒක බොහොම ප්‍රයෝජනවත් වේවි,f
02d6a8850b,29f4f,තව විශේෂ දෙයක් කියන්න ඕනා,f
02d6b0fbc2,271cb,මේ සතුරු හමුදාව,m
02d6cd1003,be341,එක්සත් ජාතික පක්ෂයේ මන්ත්‍රීවරු කණ්ඩායමක්,m
02d763f5af,2d52b,නාගරික තරුණයා දිස්ත්‍රික්කය,f
02d7933db3,45f15,එයා මොනවද කිව්වේ,f
02d7f098ed,3dd78,උදේ හවස දුම්රියෙන් රැකියාවට යන එන පිරිස්,m
02d95208a3,cb1fe,පූජා බුද්ධියෙන් දානයක් දෙන විට,f
02d97ecc4a,14f37,යුද්ධය තිබුණා නම්,f
02d97fe443,dc245,එම කටයුත්ත පහසු කිරීම සඳහා,f
02d9bf19e7,91fdf,මිනිස් දඩයමේ යන්නයි සුදානම,f
02da51c0f2,92649,එසේ වාද කළ හැක්කේ,f
02db064f8e,46a48,මගේ පැතුම තමයි,m
02db4d0965,a6493,එහිදී යුවරාජ් මාධ්‍ය වෙත දන්වා ඇත,f
02db7a46b6,3d027,බොහෝ විට තරුණ පිරිස්,f
02dbc8663c,a7b6a,ඒත් එය සම්පූර්ණයෙන්ම,f
02dbd5d977,b9dc2,ප්‍රස්නේ තියෙන්නේ දැන් ඒ අවුරුදු දහස් ගණක දේවල් අත ඇරලා,f
02dbd68911,349a2,ඒත් ජීවිතේට ඉංග්‍රීසි වචනයක්,f
02dd6f2998,a7b6a,පත්තර වල ගියෙ ඒවා අඩුවෙන්,f
02dd7708da,f9563,අපේ සංඛ සුදර්ශණ සහෝගේ අදහසකට,m
02dd847a69,72b54,ඇයටද වෙනදාට වඩා ඇඳුම් පැළඳුම් කෑම බීම ලැබිණි,f
02ddfd5ea2,32337,අපිත් ඉන්නවා දුකා මල්ලි,m
02dee0d02e,8c558,ස්ත්‍රියගේ ළලනා ස්වරූපය මෙන්ම,f
02df39e032,3a976,කට්ටියට හොඳ ෆන් එකක් ගන්න පුළුවන්,m
02df59c65c,f4f83,කොච්චර විතර වෙලාවක් යාවිද,f
02df81ea92,746ff,සුදුසු ආකාරයට පර්වත නගරයක් පරිද්දෙනි,f
02e01562d5,39029,ඊට වඩා බුද්ධිමත් විදියටයි,m
02e02a8fc7,6c5e8,ඒත් තාත්තගෙ පාර්ශවයේ,m
02e0429a6c,6fa50,ඉලන්දාරියා ගැන සයිබරය ක්‍රියා කළ ආකාරයෙන්ම,f
02e17d2c63,290a8,ඊයේ අවුරුදු උදාවත් සමඟ,m
02e1b5ad72,45f15,අරවා මේවා කරනවා කියලා,f
02e1c29662,4b05c,ඉතුරු වුනොත් ඇති ඔය කට පත් අදින ඒවට,m
